restaurant_id,restaurant_name,city,restaurant_type,cuisine_type,opening_year,avg_rating,delivery_radius_km,commission_percentage
R01164,Brahmbhatt-Tata,Coimbatore,Cafe,Desserts,2025,4.2,7.9,25
R01165,Madan-Wadhwa,Bangalore,Premium Restaurant,Burger,2023,4.8,6.4,30
R01166,"More, Devan and Prabhakar",Bangalore,Cafe,Pizza,2021,3.9,4.1,18
R01167,"Pillay, Loyal and Kothari",Chennai,Budget Restaurant,Pizza,2018,4.3,7.7,23
R01168,"Sabharwal, Morar and Sarin",Chennai,Cloud Kitchen,Biryani,2022,4.5,3.2,19
R01169,"Varkey, Sastry and Chaudhry",Hyderabad,Cloud Kitchen,North Indian,2023,3.7,8.1,25
R01170,Dave-Bhatnagar,Hyderabad,Cloud Kitchen,South Indian,2017,3.5,2.4,23
R01171,Reddy Inc,Chennai,Budget Restaurant,Pizza,2024,4.6,5.9,20
R01172,Kuruvilla-Manne,Coimbatore,Premium Restaurant,Biryani,2018,4.6,9.9,24
R01173,"Shere, Sekhon and Dhingra",Chennai,Premium Restaurant,Healthy Foods,2017,5.0,8.4,30
R01174,Modi-Subramanian,Bangalore,Cloud Kitchen,South Indian,2016,4.7,5.6,18
R01175,Choudhry-Sodhi,Bangalore,Cloud Kitchen,North Indian,2017,4.4,2.4,24
R01176,"Wali, Brar and Chacko",Chennai,Budget Restaurant,Healthy Foods,2026,4.6,8.1,30
R01177,Gera Group,Vijayawada,Fast Food Chain,South Indian,2019,3.8,4.9,19
R01178,Goda-Oommen,Coimbatore,Premium Restaurant,Biryani,2024,3.8,8.0,16
R01179,Pau Group,Chennai,Budget Restaurant,Biryani,2019,4.5,7.8,27
R01180,"Buch, Hayre and Shah",Chennai,Fast Food Chain,Biryani,2021,3.8,3.4,20
R01181,"Gole, Ray and Ramaswamy",Coimbatore,Cafe,Pizza,2017,3.6,4.2,16
R01182,Garg-Kanda,Bangalore,Budget Restaurant,South Indian,2020,3.9,6.8,22
R01183,"Narayanan, Sangha and Muni",Hyderabad,Premium Restaurant,Biryani,2021,4.1,6.3,26
R01184,Kakar-Roy,Vijayawada,Premium Restaurant,North Indian,2019,4.2,8.0,19
R01185,Thaker-Bhat,Hyderabad,Fast Food Chain,North Indian,2024,3.8,2.4,29
R01186,"Yogi, Dugar and Nath",Coimbatore,Premium Restaurant,Biryani,2023,4.8,4.6,25
R01187,Gupta-Roy,Chennai,Fast Food Chain,South Indian,2024,3.5,3.1,24
R01188,Shroff PLC,Chennai,Fast Food Chain,North Indian,2020,4.8,9.1,24
R01189,Nair PLC,Vijayawada,Cafe,North Indian,2018,4.4,5.2,21
R01190,Bhavsar Inc,Bangalore,Premium Restaurant,Biryani,2026,4.9,8.5,24
R01191,"Gandhi, Rajagopalan and Parekh",Bangalore,Fast Food Chain,South Indian,2024,4.3,4.1,19
R01192,Dayal-Golla,Chennai,Fast Food Chain,South Indian,2018,4.0,8.2,17
R01193,Chaudhry Ltd,Vijayawada,Cloud Kitchen,Pizza,2023,3.7,4.6,25
R01194,Samra Inc,Chennai,Fast Food Chain,South Indian,2019,3.5,9.7,16
R01195,"Iyer, Seth and Grover",Vijayawada,Cafe,Burger,2019,4.2,9.8,17
R01196,Narula Group,Chennai,Fast Food Chain,Burger,2020,4.5,5.6,15
R01197,"Rajagopal, Sharma and Jaggi",Hyderabad,Budget Restaurant,Biryani,2023,4.5,6.0,26
R01198,"Chakrabarti, Bhardwaj and Boase",Coimbatore,Fast Food Chain,North Indian,2017,4.3,5.4,17
R01199,Sanghvi-Sahota,Bangalore,Cloud Kitchen,Biryani,2022,4.1,6.7,22
R01200,Mohan-Rajagopal,Coimbatore,Premium Restaurant,Biryani,2021,4.2,8.6,18
R01201,Keer Group,Hyderabad,Cloud Kitchen,Biryani,2025,4.6,6.0,27
R01202,Gade Inc,Chennai,Cloud Kitchen,North Indian,2024,4.9,4.6,27
R01203,"Mahal, Hora and Virk",Coimbatore,Cloud Kitchen,Burger,2023,4.2,3.4,24
R01204,Mandal Group,Coimbatore,Budget Restaurant,North Indian,2022,4.8,4.1,24
R01205,"Kapur, Chaudhari and Amble",Chennai,Premium Restaurant,North Indian,2026,3.6,5.1,26
R01206,Khurana-Jain,Coimbatore,Cloud Kitchen,Chinese,2021,4.3,7.0,17
R01207,"Prakash, Nagar and Bhatt",Bangalore,Cloud Kitchen,Desserts,2019,4.9,6.3,23
R01208,"Deshpande, Grewal and Loke",Chennai,Budget Restaurant,South Indian,2022,3.6,3.6,27
R01209,Mandal-Chahal,Chennai,Fast Food Chain,Burger,2018,4.5,2.5,20
R01210,Konda LLC,Bangalore,Premium Restaurant,Biryani,2024,3.9,3.5,17
R01211,"Yohannan, Kara and Bedi",Coimbatore,Cloud Kitchen,Biryani,2020,3.6,3.9,23
R01212,"Dugar, Luthra and Pillai",Hyderabad,Budget Restaurant,South Indian,2024,4.8,5.4,26
R01213,Pingle and Sons,Coimbatore,Cloud Kitchen,South Indian,2024,3.6,6.3,22
R01214,Tank LLC,Coimbatore,Cafe,South Indian,2024,3.8,6.7,30
R01215,"Chatterjee, Butala and Sankaran",Chennai,Budget Restaurant,North Indian,2023,3.7,9.1,27
R01216,"Sethi, Munshi and Jayaraman",Vijayawada,Cloud Kitchen,South Indian,2017,5.0,10.0,18
R01217,"Merchant, Bhalla and Kaul",Chennai,Budget Restaurant,Burger,2025,4.2,8.0,22
R01218,"Dayal, Bhagat and Gera",Chennai,Fast Food Chain,Desserts,2018,3.5,9.6,25
R01219,"Narain, Deep and Natarajan",Coimbatore,Cloud Kitchen,Healthy Foods,2019,4.9,6.0,30
R01220,Deep Ltd,Coimbatore,Cloud Kitchen,Healthy Foods,2024,3.6,7.6,24
R01221,"Dhar, Hayre and Krishnamurthy",Chennai,Cafe,Biryani,2019,4.8,3.8,22
R01222,Zacharia-Pall,Hyderabad,Cloud Kitchen,South Indian,2020,3.8,2.1,19
R01223,Shenoy LLC,Chennai,Fast Food Chain,Biryani,2021,4.7,3.6,18
R01224,Char-Kaul,Coimbatore,Premium Restaurant,South Indian,2022,4.7,2.4,15
R01225,"Sood, Venkatesh and Mangal",Coimbatore,Cafe,Biryani,2025,3.6,5.2,30
R01226,"Khosla, Agrawal and Prashad",Chennai,Premium Restaurant,South Indian,2025,3.8,5.8,15
R01227,"Varghese, Rajagopalan and Sathe",Bangalore,Budget Restaurant,South Indian,2017,4.5,7.3,22
R01228,Randhawa LLC,Hyderabad,Premium Restaurant,Chinese,2018,4.0,2.6,30
R01229,"Shenoy, Saini and Vala",Chennai,Premium Restaurant,Biryani,2024,4.3,2.7,22
R01230,Sekhon-Banerjee,Hyderabad,Fast Food Chain,North Indian,2016,4.8,6.0,27
R01231,"Chand, Oza and Kade",Bangalore,Premium Restaurant,Biryani,2020,3.6,4.6,27
R01232,"Buch, Toor and Mitter",Bangalore,Cloud Kitchen,Chinese,2022,3.7,2.7,20
R01233,Raj-Dhar,Chennai,Cafe,Biryani,2026,3.5,3.4,20
R01234,Anand-Ramaswamy,Chennai,Cafe,South Indian,2024,4.4,9.7,26
R01235,Ratti-Agate,Vijayawada,Cafe,Pizza,2025,4.5,8.4,27
R01236,Devan PLC,Chennai,Fast Food Chain,North Indian,2022,3.7,8.6,28
R01237,"Konda, Randhawa and Narang",Bangalore,Premium Restaurant,North Indian,2017,4.3,7.8,30
R01238,Rege-Bahl,Bangalore,Cloud Kitchen,North Indian,2019,3.8,9.5,21
R01239,Vyas-Kala,Vijayawada,Fast Food Chain,Chinese,2026,4.6,9.3,15
R01240,"Kibe, Gala and Grewal",Chennai,Budget Restaurant,Chinese,2025,4.3,6.0,26
R01241,"Date, Gola and Khurana",Vijayawada,Premium Restaurant,North Indian,2017,4.1,9.4,17
R01242,"Doshi, Comar and Halder",Hyderabad,Budget Restaurant,South Indian,2019,3.7,6.2,20
R01243,Kulkarni-Baria,Chennai,Cafe,Chinese,2026,3.6,2.4,20
R01244,Koshy Group,Coimbatore,Budget Restaurant,Chinese,2017,4.5,4.8,17
R01245,"Bobal, Gera and Sanghvi",Hyderabad,Cloud Kitchen,Pizza,2017,3.6,8.0,24
R01246,Sura-Gola,Bangalore,Premium Restaurant,South Indian,2021,4.3,4.5,21
R01247,Talwar-Bhandari,Bangalore,Budget Restaurant,North Indian,2025,3.6,9.0,17
R01248,Arora-Sehgal,Hyderabad,Premium Restaurant,Pizza,2022,3.7,6.3,17
R01249,Munshi-Dayal,Chennai,Cloud Kitchen,Chinese,2017,4.1,9.1,18
R01250,"Ram, Dhillon and Kaul",Bangalore,Cloud Kitchen,South Indian,2025,3.6,8.8,18
R01251,Sehgal Group,Chennai,Premium Restaurant,Chinese,2018,4.3,8.8,27
R01252,Kumar-Srinivasan,Vijayawada,Cloud Kitchen,Chinese,2020,4.7,5.6,20
R01253,Edwin-Doshi,Bangalore,Budget Restaurant,North Indian,2017,4.2,4.4,24
R01254,Bajaj Inc,Chennai,Cafe,Pizza,2023,4.3,9.9,17
R01255,Rana Ltd,Bangalore,Cafe,Biryani,2023,4.8,7.2,27
R01256,Sinha-Bir,Bangalore,Cafe,North Indian,2020,5.0,7.2,15
R01257,Shukla PLC,Hyderabad,Cafe,South Indian,2016,4.2,8.7,27
R01258,Solanki-Sheth,Bangalore,Premium Restaurant,Desserts,2017,4.7,9.9,20
R01259,"Mahajan, Bajwa and Baral",Vijayawada,Cloud Kitchen,North Indian,2020,3.5,4.4,19
R01260,Iyer-Basak,Hyderabad,Budget Restaurant,South Indian,2022,4.4,5.5,20
R01261,Wali PLC,Coimbatore,Cloud Kitchen,Chinese,2025,4.6,9.4,29
R01262,Sachdev Group,Coimbatore,Budget Restaurant,South Indian,2022,4.1,8.6,21
R01263,"Sheth, Kota and Bobal",Coimbatore,Premium Restaurant,South Indian,2019,4.4,3.7,17
R01264,Sankar LLC,Bangalore,Budget Restaurant,Biryani,2021,4.4,9.9,22
R01265,Majumdar-Atwal,Hyderabad,Cloud Kitchen,Pizza,2024,4.9,2.5,18
R01266,Sampath-Mand,Chennai,Premium Restaurant,Pizza,2023,4.2,5.7,30
R01267,Pradhan-Warrior,Vijayawada,Cafe,Biryani,2016,4.4,8.5,23
R01268,Raghavan-Sachdev,Vijayawada,Fast Food Chain,North Indian,2019,4.9,5.6,28
R01269,"Chander, Kurian and Kala",Hyderabad,Cloud Kitchen,Chinese,2026,4.9,4.2,27
R01270,"Tella, Korpal and Gole",Coimbatore,Premium Restaurant,Biryani,2022,3.6,7.1,28
R01271,"Kade, Thakkar and Dasgupta",Hyderabad,Cafe,Pizza,2016,3.6,9.1,17
R01272,Sampath-Sekhon,Bangalore,Cafe,Biryani,2026,3.6,8.3,26
R01273,Jaggi PLC,Chennai,Cafe,South Indian,2022,4.0,6.8,22
R01274,Karpe-Rajan,Bangalore,Cafe,Burger,2025,3.6,8.1,18
R01275,Mukherjee LLC,Hyderabad,Premium Restaurant,South Indian,2021,3.8,10.0,19
R01276,Varty Group,Bangalore,Cloud Kitchen,South Indian,2020,4.5,3.2,29
R01277,"Ghosh, Hari and Bhagat",Chennai,Budget Restaurant,Biryani,2026,3.9,9.3,16
R01278,Devi Inc,Chennai,Premium Restaurant,South Indian,2020,4.5,6.4,16
R01279,Venkatesh-Sarkar,Bangalore,Budget Restaurant,North Indian,2024,4.5,6.5,22
R01280,"Chaudhuri, Iyer and Madan",Bangalore,Budget Restaurant,Biryani,2016,4.4,6.2,18
R01281,Pall-Bala,Chennai,Premium Restaurant,Biryani,2024,4.1,6.6,28
R01282,"Sama, Yohannan and Padmanabhan",Chennai,Fast Food Chain,Biryani,2026,3.5,2.5,26
R01283,"Wali, Raj and Sama",Chennai,Fast Food Chain,North Indian,2022,4.1,5.9,17
R01284,Som-Srinivas,Bangalore,Premium Restaurant,North Indian,2020,3.7,8.5,24
R01285,Baral Ltd,Chennai,Fast Food Chain,Desserts,2017,4.3,8.8,18
R01286,"Narain, Goda and Bajwa",Coimbatore,Premium Restaurant,South Indian,2017,3.9,3.8,17
R01287,Talwar-Sandhu,Hyderabad,Cloud Kitchen,South Indian,2021,3.7,2.4,28
R01288,Kata-Kanda,Chennai,Premium Restaurant,Biryani,2021,4.3,6.7,21
R01289,Mohanty-Deo,Chennai,Budget Restaurant,Chinese,2016,5.0,6.5,26
R01290,"Mandal, Pandey and Agarwal",Chennai,Premium Restaurant,Pizza,2026,4.9,6.3,28
R01291,Mall PLC,Chennai,Cloud Kitchen,Burger,2026,4.7,8.1,20
R01292,Mani-Grover,Bangalore,Premium Restaurant,South Indian,2016,3.7,5.7,28
R01293,Iyengar Inc,Hyderabad,Premium Restaurant,Chinese,2020,3.5,2.4,25
R01294,Gola-Sane,Vijayawada,Fast Food Chain,South Indian,2025,3.8,5.2,22
R01295,Nadkarni Ltd,Hyderabad,Fast Food Chain,Pizza,2018,4.9,7.0,29
R01296,"Mammen, Iyer and Tak",Hyderabad,Budget Restaurant,Burger,2017,4.8,2.4,30
R01297,"Saini, Shetty and Keer",Bangalore,Budget Restaurant,Biryani,2017,4.3,6.6,24
R01298,Bobal LLC,Chennai,Cloud Kitchen,Biryani,2023,4.8,3.3,15
R01299,"Khosla, Nadig and Shan",Bangalore,Cafe,Pizza,2020,3.8,9.5,15
R01300,Bahl-Handa,Bangalore,Cafe,South Indian,2026,3.5,9.1,26
R01301,Sinha Ltd,Coimbatore,Cafe,Burger,2019,3.6,2.0,27
R01302,"Vora, Sangha and Anne",Coimbatore,Budget Restaurant,South Indian,2026,4.5,9.7,20
R01303,Lata and Sons,Vijayawada,Fast Food Chain,Burger,2021,4.2,4.1,23
R01304,Mall-Borra,Coimbatore,Fast Food Chain,Healthy Foods,2019,4.2,8.8,26
R01305,Ramanathan Group,Chennai,Budget Restaurant,Chinese,2020,4.4,9.7,29
R01306,Dutta-Sama,Coimbatore,Cafe,Healthy Foods,2023,4.1,7.7,17
R01307,"Kapur, Devi and Prakash",Bangalore,Cafe,Biryani,2025,4.0,4.9,29
R01308,"Sen, Basak and Kulkarni",Coimbatore,Cafe,North Indian,2018,4.4,3.7,24
R01309,Bala Ltd,Chennai,Budget Restaurant,Burger,2025,5.0,3.6,27
R01310,Yogi PLC,Bangalore,Cloud Kitchen,Biryani,2016,4.1,8.4,23
R01311,Loke Ltd,Bangalore,Premium Restaurant,South Indian,2019,4.6,8.9,22
R01312,Apte-Bora,Bangalore,Budget Restaurant,Chinese,2026,4.9,7.4,24
R01313,Borah-Sankar,Bangalore,Cloud Kitchen,North Indian,2024,3.7,6.6,21
R01314,"Solanki, Natarajan and Deshpande",Coimbatore,Fast Food Chain,South Indian,2020,4.4,7.2,19
R01315,Ganesh-Bail,Chennai,Budget Restaurant,Chinese,2019,3.8,9.0,16
R01316,Sen Ltd,Vijayawada,Cloud Kitchen,Chinese,2017,4.5,3.4,19
R01317,Bahl-Madan,Bangalore,Cafe,Pizza,2025,3.9,2.6,18
R01318,Pall Ltd,Coimbatore,Cloud Kitchen,Pizza,2017,3.7,7.2,22
R01319,Chana PLC,Vijayawada,Premium Restaurant,South Indian,2017,4.1,8.6,25
R01320,Gade-Krish,Chennai,Budget Restaurant,Biryani,2022,4.7,9.9,23
R01321,"Kari, Raghavan and Dewan",Hyderabad,Premium Restaurant,South Indian,2020,4.4,10.0,30
R01322,"Walla, Kala and Sha",Bangalore,Budget Restaurant,Burger,2022,4.4,5.8,21
R01323,"Sani, Acharya and Walla",Chennai,Cafe,Beverages,2025,4.1,4.5,17
R01324,Savant Ltd,Vijayawada,Cloud Kitchen,South Indian,2025,3.9,6.5,19
R01325,Sibal Inc,Hyderabad,Premium Restaurant,North Indian,2016,3.8,9.2,26
R01326,"Chahal, Nori and Prabhakar",Hyderabad,Cafe,Burger,2023,4.1,2.1,29
R01327,Peri-Wable,Bangalore,Budget Restaurant,South Indian,2019,4.1,9.9,30
R01328,Trivedi-Dara,Chennai,Fast Food Chain,Chinese,2021,4.8,5.7,25
R01329,"Singh, Saini and Arya",Chennai,Premium Restaurant,South Indian,2026,4.8,6.0,15
R01330,"Dalal, Brahmbhatt and Singh",Vijayawada,Budget Restaurant,Burger,2020,4.9,8.7,27
R01331,Nair Group,Hyderabad,Fast Food Chain,Chinese,2022,3.6,4.9,16
R01332,"Tailor, Chacko and Bera",Bangalore,Budget Restaurant,Burger,2017,4.5,8.1,29
R01333,Lata-Vaidya,Hyderabad,Cafe,Desserts,2026,4.3,4.3,25
R01334,Nanda Group,Vijayawada,Budget Restaurant,Healthy Foods,2019,4.8,2.2,27
R01335,Khare PLC,Hyderabad,Budget Restaurant,Pizza,2022,3.5,5.9,29
R01336,"Pandya, Narayan and Jhaveri",Vijayawada,Premium Restaurant,Burger,2017,4.8,2.5,25
R01337,"Agrawal, Bawa and Ben",Hyderabad,Cafe,Burger,2017,3.5,5.9,30
R01338,Koshy-Bumb,Chennai,Cafe,Biryani,2023,5.0,8.5,22
R01339,Gole-Sekhon,Chennai,Cafe,South Indian,2026,4.1,2.8,17
R01340,"Kala, Shah and Sachdev",Chennai,Cloud Kitchen,North Indian,2020,4.3,6.7,24
R01341,"Chakraborty, Chatterjee and Andra",Hyderabad,Fast Food Chain,North Indian,2020,4.9,4.2,19
R01342,Thakkar-Buch,Hyderabad,Fast Food Chain,Biryani,2025,4.0,7.0,21
R01343,Soni-Bansal,Bangalore,Premium Restaurant,Beverages,2024,4.3,5.9,19
R01344,"Mutti, Keer and Mannan",Coimbatore,Premium Restaurant,Beverages,2021,4.2,5.3,30
R01345,"Sharaf, Bhatt and Dubey",Hyderabad,Premium Restaurant,North Indian,2020,4.4,4.1,18
R01346,Hegde-Ramanathan,Bangalore,Budget Restaurant,Burger,2016,4.5,7.3,18
R01347,Mane Ltd,Hyderabad,Cafe,North Indian,2026,4.0,5.3,18
R01348,Tailor-Sen,Chennai,Cloud Kitchen,Healthy Foods,2017,4.8,6.8,17
R01349,Borra-Tella,Bangalore,Cloud Kitchen,Biryani,2020,4.8,9.5,21
R01350,"Dhawan, Vala and Pall",Hyderabad,Budget Restaurant,South Indian,2023,4.3,6.1,29
R01351,"Sanghvi, Balay and Saini",Bangalore,Premium Restaurant,South Indian,2026,3.8,4.0,20
R01352,"Saran, Toor and Loyal",Bangalore,Cloud Kitchen,Biryani,2022,4.3,9.2,18
R01353,Bawa-Behl,Hyderabad,Cafe,South Indian,2022,3.7,9.9,28
R01354,Padmanabhan-Baria,Bangalore,Cloud Kitchen,Biryani,2021,3.7,7.0,28
R01355,Patel PLC,Coimbatore,Budget Restaurant,Biryani,2023,4.9,4.9,15
R01356,Srivastava Inc,Bangalore,Budget Restaurant,South Indian,2019,3.8,8.9,16
R01357,Purohit Inc,Chennai,Cloud Kitchen,South Indian,2020,3.9,4.3,26
R01358,"Bakshi, Dhingra and Hari",Vijayawada,Premium Restaurant,Biryani,2024,4.3,7.3,26
R01359,Ramachandran Ltd,Bangalore,Fast Food Chain,Healthy Foods,2021,4.7,8.9,16
R01360,"Bath, Zachariah and Sengupta",Chennai,Budget Restaurant,Biryani,2016,4.4,8.3,20
R01361,Srinivas Inc,Vijayawada,Cloud Kitchen,South Indian,2016,3.7,5.8,15
R01362,Gour and Sons,Coimbatore,Fast Food Chain,Biryani,2018,4.5,4.3,28
R01363,Borah-Grover,Hyderabad,Budget Restaurant,Biryani,2024,3.6,6.0,30
R01364,Kannan-Dada,Bangalore,Fast Food Chain,Pizza,2025,3.8,3.9,19
R01365,"Ramakrishnan, Das and Kari",Bangalore,Cafe,North Indian,2016,4.7,9.6,16
R01366,"Garde, Prakash and Madan",Bangalore,Premium Restaurant,South Indian,2018,4.5,7.8,18
R01367,Prasad Ltd,Vijayawada,Fast Food Chain,Desserts,2016,4.5,8.2,19
R01368,Deshmukh Inc,Chennai,Fast Food Chain,South Indian,2019,4.8,9.6,25
R01369,Mannan Group,Bangalore,Fast Food Chain,Burger,2017,4.5,9.4,19
R01370,Sridhar Ltd,Chennai,Cloud Kitchen,North Indian,2025,3.6,9.3,25
R01371,Reddy LLC,Bangalore,Cafe,Chinese,2020,4.7,5.2,18
R01372,"Madan, Gill and Choudhary",Chennai,Cloud Kitchen,South Indian,2025,3.8,7.5,22
R01373,"Khare, Biswas and Ahluwalia",Chennai,Budget Restaurant,Burger,2019,4.5,8.2,29
R01374,Dugar LLC,Coimbatore,Budget Restaurant,Beverages,2017,4.8,9.2,30
R01375,Dutta-Karnik,Hyderabad,Fast Food Chain,Burger,2026,4.5,5.0,29
R01376,Saha-Bail,Chennai,Premium Restaurant,South Indian,2026,4.8,7.2,23
R01377,Chana-Ratta,Vijayawada,Fast Food Chain,South Indian,2024,4.6,5.9,22
R01378,Sehgal-Suresh,Chennai,Budget Restaurant,Pizza,2025,3.6,6.4,18
R01379,Chauhan Ltd,Coimbatore,Fast Food Chain,South Indian,2017,4.3,6.5,22
R01380,Bhalla-Date,Bangalore,Fast Food Chain,Biryani,2023,5.0,8.5,17
R01381,Pall-Bal,Chennai,Premium Restaurant,South Indian,2020,3.6,9.4,16
R01382,"Chokshi, Hayer and Sandal",Bangalore,Cloud Kitchen,Pizza,2024,4.4,6.3,25
R01383,"Grover, Deshmukh and Mohan",Bangalore,Budget Restaurant,North Indian,2022,4.3,8.7,15
R01384,Jaggi-Thaker,Vijayawada,Premium Restaurant,Desserts,2025,4.0,4.5,23
R01385,"Sheth, Rajagopalan and Gulati",Coimbatore,Budget Restaurant,Chinese,2020,3.7,3.9,29
R01386,Mane-Pillay,Chennai,Fast Food Chain,Desserts,2025,3.7,7.3,20
R01387,Vohra LLC,Chennai,Budget Restaurant,South Indian,2022,4.0,8.8,27
R01388,Bhargava-Varughese,Chennai,Cloud Kitchen,Chinese,2020,4.1,3.1,30
R01389,Mani-Chaudry,Coimbatore,Budget Restaurant,Biryani,2021,4.7,2.5,21
R01390,Modi-Prakash,Bangalore,Premium Restaurant,Beverages,2019,4.2,9.0,24
R01391,Sawhney-Parikh,Hyderabad,Cafe,South Indian,2017,4.8,4.7,28
R01392,"Kala, Acharya and Yohannan",Bangalore,Budget Restaurant,South Indian,2016,4.2,8.8,24
R01393,Maharaj Group,Bangalore,Cafe,North Indian,2019,5.0,7.3,24
R01394,Devi-Tella,Coimbatore,Budget Restaurant,Pizza,2020,5.0,7.1,30
R01395,Pathak Ltd,Vijayawada,Cafe,South Indian,2017,3.9,8.9,17
R01396,Bajaj-Prasad,Bangalore,Cafe,Chinese,2023,4.8,3.5,17
R01397,Lala Group,Vijayawada,Fast Food Chain,South Indian,2018,4.8,4.7,21
R01398,Sankar and Sons,Coimbatore,Fast Food Chain,South Indian,2024,3.8,8.3,28
R01399,Barad-Shan,Bangalore,Premium Restaurant,North Indian,2024,3.8,8.0,23
R01400,Oommen-Reddy,Coimbatore,Budget Restaurant,North Indian,2016,5.0,9.9,23
R01401,Kapoor-Nair,Chennai,Cloud Kitchen,South Indian,2017,4.6,4.0,28
R01402,"Karan, Chandra and Dhingra",Hyderabad,Cloud Kitchen,North Indian,2024,4.1,8.5,17
R01403,Sane-Shan,Coimbatore,Premium Restaurant,South Indian,2016,5.0,7.4,28
R01404,Gade-Modi,Chennai,Cloud Kitchen,South Indian,2019,4.7,5.4,20
R01405,Ratti-Tailor,Coimbatore,Budget Restaurant,Chinese,2017,4.8,2.5,17
R01406,Bhasin-Badami,Hyderabad,Cafe,Burger,2024,4.1,5.7,26
R01407,"Raman, Savant and Brar",Chennai,Cloud Kitchen,Biryani,2024,3.5,9.9,22
R01408,Dugar-Rajagopal,Hyderabad,Budget Restaurant,North Indian,2018,4.6,7.4,22
R01409,"Khanna, Sachdeva and Nagy",Chennai,Budget Restaurant,South Indian,2018,3.6,7.7,18
R01410,"Sheth, Yohannan and Mani",Vijayawada,Premium Restaurant,South Indian,2016,3.9,7.5,28
R01411,"Das, Kata and Pant",Hyderabad,Cafe,Healthy Foods,2026,4.7,8.8,24
R01412,Sen-Dutt,Chennai,Cloud Kitchen,Pizza,2019,3.8,6.4,18
R01413,Trivedi and Sons,Chennai,Premium Restaurant,Pizza,2017,4.4,9.9,24
R01414,Mall Inc,Hyderabad,Cloud Kitchen,Pizza,2023,5.0,9.6,28
R01415,"Hayer, Sampath and Khanna",Chennai,Fast Food Chain,South Indian,2019,3.8,7.9,17
R01416,Bahl-Luthra,Bangalore,Budget Restaurant,North Indian,2025,4.4,8.4,19
R01417,Mohanty-Sharma,Bangalore,Cafe,Chinese,2016,4.4,8.5,18
R01418,"Dara, Barad and Krishnan",Hyderabad,Fast Food Chain,South Indian,2025,3.5,3.4,16
R01419,"Arora, Sahni and Manda",Chennai,Premium Restaurant,Biryani,2026,3.6,2.7,25
R01420,Vohra-Dhawan,Chennai,Cloud Kitchen,Biryani,2026,3.9,7.0,18
R01421,Bedi Ltd,Chennai,Cafe,South Indian,2016,3.8,7.9,20
R01422,"Kashyap, Nagi and Saxena",Vijayawada,Cloud Kitchen,South Indian,2020,4.1,3.8,25
R01423,"Wable, Anne and Bahl",Coimbatore,Cafe,North Indian,2024,4.9,7.6,21
R01424,"Gola, Sengupta and Chatterjee",Chennai,Budget Restaurant,Burger,2026,4.0,8.1,15
R01425,"Kumar, Joshi and Sani",Chennai,Budget Restaurant,North Indian,2024,4.3,5.5,25
R01426,Memon Inc,Chennai,Cafe,North Indian,2017,4.1,6.3,27
R01427,Bhatnagar Inc,Chennai,Budget Restaurant,Healthy Foods,2017,4.3,2.4,25
R01428,Ganguly Ltd,Bangalore,Cloud Kitchen,Burger,2019,3.9,6.2,22
R01429,Thaman Group,Coimbatore,Cafe,Healthy Foods,2023,3.8,7.3,22
R01430,Parmer-Ghosh,Coimbatore,Fast Food Chain,North Indian,2026,4.2,6.7,24
R01431,"Ravi, Bhalla and Sarkar",Chennai,Premium Restaurant,North Indian,2020,4.6,2.3,15
R01432,"Mitter, Shroff and Balan",Bangalore,Cloud Kitchen,Beverages,2026,4.1,3.8,30
R01433,Mitter-Venkatesh,Chennai,Fast Food Chain,Pizza,2020,4.8,7.2,15
R01434,Varkey-Khatri,Bangalore,Budget Restaurant,South Indian,2026,4.5,7.3,19
R01435,Salvi Inc,Bangalore,Budget Restaurant,North Indian,2025,4.9,3.3,23
R01436,"Bajaj, Sachdev and Sibal",Bangalore,Premium Restaurant,South Indian,2024,3.6,8.9,21
R01437,"Munshi, Mukherjee and Doshi",Chennai,Cloud Kitchen,Desserts,2020,4.2,6.1,16
R01438,"Mital, Sen and Lanka",Vijayawada,Premium Restaurant,Biryani,2017,4.9,6.3,28
R01439,Singhal-Rana,Bangalore,Cloud Kitchen,South Indian,2018,4.2,7.8,25
R01440,Gopal-Kunda,Bangalore,Premium Restaurant,Pizza,2023,4.8,7.8,19
R01441,"Ram, Dhar and Dugar",Vijayawada,Budget Restaurant,Biryani,2026,3.6,7.1,18
R01442,Seth-Khanna,Chennai,Budget Restaurant,South Indian,2018,3.7,6.7,21
R01443,Mutti-Lata,Chennai,Cafe,South Indian,2016,4.2,3.1,20
R01444,Tripathi-Solanki,Hyderabad,Premium Restaurant,Desserts,2023,4.7,9.8,26
R01445,Sachdev Inc,Bangalore,Premium Restaurant,Biryani,2016,3.9,2.2,18
R01446,"Solanki, Trivedi and Sridhar",Chennai,Cloud Kitchen,North Indian,2025,4.7,3.6,28
R01447,Narain-Deo,Hyderabad,Fast Food Chain,Chinese,2024,4.9,10.0,21
R01448,Varghese-Kari,Chennai,Budget Restaurant,Burger,2023,4.7,8.1,30
R01449,Rajagopalan LLC,Coimbatore,Fast Food Chain,South Indian,2024,3.8,7.6,23
R01450,Narayanan-Date,Bangalore,Cafe,South Indian,2024,4.1,3.3,16
R01451,Khalsa Inc,Chennai,Budget Restaurant,South Indian,2025,3.8,6.6,25
R01452,Merchant-Chad,Hyderabad,Fast Food Chain,Chinese,2019,4.7,5.7,29
